response,id,name,gender,race,height,weight,eye-color,hair-color,full_name,alter_egos,aliases,place_of_birth,first_appearance,publisher,alignment,group-affiliation,relatives,intelligence,strength,speed,durability,power,combat,occupation,base
success,460,Mister Sinister,Male,Human / Altered,196 cm,128 kg,Red,Black,Nathaniel Essex,No alter egos found.,Pale Man,"London, England","Uncanny X-Men #221 (September, 1987)",Marvel Comics,bad,"Marauders (founder), Nasty Boys (founder); formerly Weapon X, Third Reich","Rebecca Essex (wife, deceased), Adam Stanislaus Essex (son, deceased), N2 (creation, deceased), Madelyne Pryor (creation, deceased), Claudine Renko (clone ""daughter"")",100,48,46,90,100,50,"Geneticist, Criminal, biologist and mutant-supremacist",Many bases throughout the world including his State Home for Foundlings and the Center for Homo Superior Medical Care.
success,461,Mister Zsasz,Male,Human,-,- lb,Blue,Blond,Victor Zsasz,No alter egos found.,Mr Zsasz,-,-,DC Comics,bad,-,-,88,22,33,28,18,85,Serial Killer,-
success,461,Mister Zsasz,Male,Human,0 cm,0 kg,Blue,Blond,Victor Zsasz,No alter egos found.,Mr Zsasz,-,-,DC Comics,bad,-,-,88,22,33,28,18,85,Serial Killer,-
success,462,Mockingbird,Female,Human,5'9,135 lb,Blue,Blond,Barbara Morse,No alter egos found.,Barbara Morse-Barton,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,462,Mockingbird,Female,Human,5'9,135 lb,Blue,Blond,Barbara Morse,No alter egos found.,Roberta Morse,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,462,Mockingbird,Female,Human,5'9,135 lb,Blue,Blond,Barbara Morse,No alter egos found.,Agent 19,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,462,Mockingbird,Female,Human,5'9,135 lb,Blue,Blond,Barbara Morse,No alter egos found.,Huntress,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,462,Mockingbird,Female,Human,5'9,135 lb,Blue,Blond,Barbara Morse,No alter egos found.,Bobbi Van Dyne; once posed as Shooting Star,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,462,Mockingbird,Female,Human,175 cm,61 kg,Blue,Blond,Barbara Morse,No alter egos found.,Barbara Morse-Barton,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,462,Mockingbird,Female,Human,175 cm,61 kg,Blue,Blond,Barbara Morse,No alter egos found.,Roberta Morse,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,462,Mockingbird,Female,Human,175 cm,61 kg,Blue,Blond,Barbara Morse,No alter egos found.,Agent 19,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,462,Mockingbird,Female,Human,175 cm,61 kg,Blue,Blond,Barbara Morse,No alter egos found.,Huntress,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,462,Mockingbird,Female,Human,175 cm,61 kg,Blue,Blond,Barbara Morse,No alter egos found.,Bobbi Van Dyne; once posed as Shooting Star,"San Diego, California","Astonishing Tales #6 (June, 1971)",Marvel Comics,good,"World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin",Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband),75,31,38,20,48,95,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist","New York City, New York"
success,463,MODOK,Male,Cyborg,12'0,750 lb,White,Brownn,George Tarleton,No alter egos found.,M.O.D.O.K.,-,Tales of Suspense #93,Marvel Comics,bad,-,"M.O.D.O.K. Superior (clone), Head Case (son), Number None (son)",100,18,25,25,79,15,"Would-be conqueror, AIM leader, terrorist; former AIM agent, technician",-
success,463,MODOK,Male,Cyborg,12'0,750 lb,White,Brownn,George Tarleton,No alter egos found.,Mental Organism Designed Only for Killing,-,Tales of Suspense #93,Marvel Comics,bad,-,"M.O.D.O.K. Superior (clone), Head Case (son), Number None (son)",100,18,25,25,79,15,"Would-be conqueror, AIM leader, terrorist; former AIM agent, technician",-
success,463,MODOK,Male,Cyborg,366 cm,338 kg,White,Brownn,George Tarleton,No alter egos found.,M.O.D.O.K.,-,Tales of Suspense #93,Marvel Comics,bad,-,"M.O.D.O.K. Superior (clone), Head Case (son), Number None (son)",100,18,25,25,79,15,"Would-be conqueror, AIM leader, terrorist; former AIM agent, technician",-
success,463,MODOK,Male,Cyborg,366 cm,338 kg,White,Brownn,George Tarleton,No alter egos found.,Mental Organism Designed Only for Killing,-,Tales of Suspense #93,Marvel Comics,bad,-,"M.O.D.O.K. Superior (clone), Head Case (son), Number None (son)",100,18,25,25,79,15,"Would-be conqueror, AIM leader, terrorist; former AIM agent, technician",-
success,464,Mogo,Male,Planet,-,- lb,-,-,Mogo,No alter egos found.,-,-,"Green Lantern Vol 2 #188 (May, 1985)",DC Comics,good,Green Lantern Corps,-,null,null,null,null,null,null,Green Lantern,Sector 2261
success,464,Mogo,Male,Planet,0 cm,0 kg,-,-,Mogo,No alter egos found.,-,-,"Green Lantern Vol 2 #188 (May, 1985)",DC Comics,good,Green Lantern Corps,-,null,null,null,null,null,null,Green Lantern,Sector 2261
success,465,Mohinder Suresh,Male,null,-,- lb,-,-,Mohinder Suresh,No alter egos found.,-,India,Heroes S01E01 - Genesis,NBC - Heroes,good,-,"formerly Maya Herrera, formerly Mira Shenoy, Chandra Suresh (deceased), Unnamed mother, Shanti Suresh",null,null,null,null,null,null,"Former agent of Pinehearst Company, former Company medical professional & agent, former taxi driver, former genetics professor","Apartment in Brooklyn, NY"
success,465,Mohinder Suresh,Male,null,0 cm,0 kg,-,-,Mohinder Suresh,No alter egos found.,-,India,Heroes S01E01 - Genesis,NBC - Heroes,good,-,"formerly Maya Herrera, formerly Mira Shenoy, Chandra Suresh (deceased), Unnamed mother, Shanti Suresh",null,null,null,null,null,null,"Former agent of Pinehearst Company, former Company medical professional & agent, former taxi driver, former genetics professor","Apartment in Brooklyn, NY"
success,466,Moloch,Male,null,-,- lb,-,-,Edgar William Jacobi,No alter egos found.,William Edgar Bright,-,-,DC Comics,bad,-,-,null,null,null,null,null,null,-,-
success,466,Moloch,Male,null,-,- lb,-,-,Edgar William Jacobi,No alter egos found.,Moloch the Mystic,-,-,DC Comics,bad,-,-,null,null,null,null,null,null,-,-
success,466,Moloch,Male,null,0 cm,0 kg,-,-,Edgar William Jacobi,No alter egos found.,William Edgar Bright,-,-,DC Comics,bad,-,-,null,null,null,null,null,null,-,-
success,466,Moloch,Male,null,0 cm,0 kg,-,-,Edgar William Jacobi,No alter egos found.,Moloch the Mystic,-,-,DC Comics,bad,-,-,null,null,null,null,null,null,-,-
success,467,Molten Man,Male,null,6'5,550 lb,Gold,Gold,Mark Raxton,No alter egos found.,-,-,Amazing Spider-Man #28 (1965),Marvel Comics,bad,Exterminators,"Doris Raxton (mother), Liz Allan Osborn (step-sister), Harry Osborn (Green Goblin II , step-brother-in-law, deceased), Norman Osborn Jr. (Green Goblin I, step-nephew)",50,73,23,84,53,56,"Security guard for Osborn industries, former criminal, lab assistant",-
success,467,Molten Man,Male,null,196 cm,248 kg,Gold,Gold,Mark Raxton,No alter egos found.,-,-,Amazing Spider-Man #28 (1965),Marvel Comics,bad,Exterminators,"Doris Raxton (mother), Liz Allan Osborn (step-sister), Harry Osborn (Green Goblin II , step-brother-in-law, deceased), Norman Osborn Jr. (Green Goblin I, step-nephew)",50,73,23,84,53,56,"Security guard for Osborn industries, former criminal, lab assistant",-
success,468,Monarch,Male,null,6'4,200 lb,Blue,White,Nathaniel Christopher Adam,No alter egos found.,Monarch,-,"Captain Atom #1 (D.C., March, 1987)",DC Comics,good,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)",null,100,null,null,null,null,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",-
success,468,Monarch,Male,null,6'4,200 lb,Blue,White,Nathaniel Christopher Adam,No alter egos found.,Allen Adam,-,"Captain Atom #1 (D.C., March, 1987)",DC Comics,good,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)",null,100,null,null,null,null,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",-
success,468,Monarch,Male,null,6'4,200 lb,Blue,White,Nathaniel Christopher Adam,No alter egos found.,Cameron Scott,-,"Captain Atom #1 (D.C., March, 1987)",DC Comics,good,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)",null,100,null,null,null,null,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",-
success,468,Monarch,Male,null,6'4,200 lb,Blue,White,Nathaniel Christopher Adam,No alter egos found.,Captain Atom,-,"Captain Atom #1 (D.C., March, 1987)",DC Comics,good,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)",null,100,null,null,null,null,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",-
success,468,Monarch,Male,null,193 cm,90 kg,Blue,White,Nathaniel Christopher Adam,No alter egos found.,Monarch,-,"Captain Atom #1 (D.C., March, 1987)",DC Comics,good,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)",null,100,null,null,null,null,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",-
success,468,Monarch,Male,null,193 cm,90 kg,Blue,White,Nathaniel Christopher Adam,No alter egos found.,Allen Adam,-,"Captain Atom #1 (D.C., March, 1987)",DC Comics,good,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)",null,100,null,null,null,null,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",-
success,468,Monarch,Male,null,193 cm,90 kg,Blue,White,Nathaniel Christopher Adam,No alter egos found.,Cameron Scott,-,"Captain Atom #1 (D.C., March, 1987)",DC Comics,good,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)",null,100,null,null,null,null,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",-
success,468,Monarch,Male,null,193 cm,90 kg,Blue,White,Nathaniel Christopher Adam,No alter egos found.,Captain Atom,-,"Captain Atom #1 (D.C., March, 1987)",DC Comics,good,"formally Justice League, Extreme Justice, Super Buddies, L.A.W., United States Air Force","Angela Adams (wife, deceased), Margaret Eiling (daughter), Randall Eiling (son)",null,100,null,null,null,null,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",-
success,469,Monica Dawson,Female,null,-,- lb,-,-,Monica Dawson,No alter egos found.,-,-,Heroes S02E04 - The Kindness of Strangers,NBC - Heroes,good,-,"Nana Dawson (Grandmother), Damon (brother), DL Hawkins (cousin), Niki Sanders (cousin-in-law once removed), Micah Sanders (second cousin)",50,10,35,14,48,90,Fast food service,"New Orleans, LA"
success,469,Monica Dawson,Female,null,0 cm,0 kg,-,-,Monica Dawson,No alter egos found.,-,-,Heroes S02E04 - The Kindness of Strangers,NBC - Heroes,good,-,"Nana Dawson (Grandmother), Damon (brother), DL Hawkins (cousin), Niki Sanders (cousin-in-law once removed), Micah Sanders (second cousin)",50,10,35,14,48,90,Fast food service,"New Orleans, LA"
success,470,Moon Knight,Male,Human,6'2,225 lb,Brown,Brown,Marc Spector,No alter egos found.,Jake Lockley,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,6'2,225 lb,Brown,Brown,Marc Spector,No alter egos found.,Steven Grant,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,6'2,225 lb,Brown,Brown,Marc Spector,No alter egos found.,Yitzak Topol,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,6'2,225 lb,Brown,Brown,Marc Spector,No alter egos found.,Fist of Khonshu,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,6'2,225 lb,Brown,Brown,Marc Spector,No alter egos found.,Crescent Crusader,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,6'2,225 lb,Brown,Brown,Marc Spector,No alter egos found.,Lunar Legionnaire,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,188 cm,101 kg,Brown,Brown,Marc Spector,No alter egos found.,Jake Lockley,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,188 cm,101 kg,Brown,Brown,Marc Spector,No alter egos found.,Steven Grant,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,188 cm,101 kg,Brown,Brown,Marc Spector,No alter egos found.,Yitzak Topol,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,188 cm,101 kg,Brown,Brown,Marc Spector,No alter egos found.,Fist of Khonshu,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,188 cm,101 kg,Brown,Brown,Marc Spector,No alter egos found.,Crescent Crusader,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,470,Moon Knight,Male,Human,188 cm,101 kg,Brown,Brown,Marc Spector,No alter egos found.,Lunar Legionnaire,"Chicago, Illinois","Werewolf by Night #32 (August, 1975)",Marvel Comics,good,"Secret Avengers; formerly: US Marine Corps, Central Intelligence Agency (CIA), partner of Jean-Paul du Champ, partner of Raoul Bushman, partner of Midnight, West Coast Avengers, Marvel Knights, Defenders","Shadowknight (Randall Spector) (brother, deceased), Elias (father, deceased), Seth Phalkon (alleged great-great-grandfather)",50,36,23,42,28,75,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver","New York City; formerly Spector Mansion, Long Island, Avengers Compound, California"
success,471,Moonstone,Female,null,5'11,130 lb,Blue,Blond,Karla Sofen,No alter egos found.,Meteorite,"Van Nuys, California","Captain America Vol. 1 #192 (December, 1975)",Marvel Comics,bad,"Dark Avengers, Formerly; Thunderbolts, Femizons, Masters of Evil, Doctor Faustus, the Corporation, former partner of Blackout (Marcus Daniels)","Karl August Sofen (father), Marion Sofen (mother), unnamed maternal grandparents (only mentioned )",56,67,47,52,74,80,"former Adventurer, Psychiatrist",formerly Mount Charteris; Four Freedoms Plaza
success,471,Moonstone,Female,null,5'11,130 lb,Blue,Blond,Karla Sofen,No alter egos found., Kate Sorenson,"Van Nuys, California","Captain America Vol. 1 #192 (December, 1975)",Marvel Comics,bad,"Dark Avengers, Formerly; Thunderbolts, Femizons, Masters of Evil, Doctor Faustus, the Corporation, former partner of Blackout (Marcus Daniels)","Karl August Sofen (father), Marion Sofen (mother), unnamed maternal grandparents (only mentioned )",56,67,47,52,74,80,"former Adventurer, Psychiatrist",formerly Mount Charteris; Four Freedoms Plaza
success,471,Moonstone,Female,null,180 cm,59 kg,Blue,Blond,Karla Sofen,No alter egos found.,Meteorite,"Van Nuys, California","Captain America Vol. 1 #192 (December, 1975)",Marvel Comics,bad,"Dark Avengers, Formerly; Thunderbolts, Femizons, Masters of Evil, Doctor Faustus, the Corporation, former partner of Blackout (Marcus Daniels)","Karl August Sofen (father), Marion Sofen (mother), unnamed maternal grandparents (only mentioned )",56,67,47,52,74,80,"former Adventurer, Psychiatrist",formerly Mount Charteris; Four Freedoms Plaza
success,471,Moonstone,Female,null,180 cm,59 kg,Blue,Blond,Karla Sofen,No alter egos found., Kate Sorenson,"Van Nuys, California","Captain America Vol. 1 #192 (December, 1975)",Marvel Comics,bad,"Dark Avengers, Formerly; Thunderbolts, Femizons, Masters of Evil, Doctor Faustus, the Corporation, former partner of Blackout (Marcus Daniels)","Karl August Sofen (father), Marion Sofen (mother), unnamed maternal grandparents (only mentioned )",56,67,47,52,74,80,"former Adventurer, Psychiatrist",formerly Mount Charteris; Four Freedoms Plaza
success,472,Morlun,Male,null,6'2,175 lb,White / Red,Black,Morlun,No alter egos found.,-,-,Amazing Spider-Man #30 (2001),Marvel Comics,bad,-,-,63,60,35,42,74,56,-,-
success,472,Morlun,Male,null,188 cm,79 kg,White / Red,Black,Morlun,No alter egos found.,-,-,Amazing Spider-Man #30 (2001),Marvel Comics,bad,-,-,63,60,35,42,74,56,-,-
success,473,Morph,Male,null,5'10,175 lb,White,No Hair,Kevin Sydney,No alter egos found.,-,"Pittsburgh, Pennsylvania",Exiles #1,Marvel Comics,good,"Exiles; (Formerly) X-Men, New Mutants, Avengers all of his home reality","Unnamed mother (deceased), Unnamed father",null,40,null,null,null,null,"Adventurer, reality traveler",Mobile
success,473,Morph,Male,null,178 cm,79 kg,White,No Hair,Kevin Sydney,No alter egos found.,-,"Pittsburgh, Pennsylvania",Exiles #1,Marvel Comics,good,"Exiles; (Formerly) X-Men, New Mutants, Avengers all of his home reality","Unnamed mother (deceased), Unnamed father",null,40,null,null,null,null,"Adventurer, reality traveler",Mobile
success,474,Moses Magnum,Male,null,5'9,159 lb,Brown,Black,Moses Magnum,No alter egos found.,"Magnum Force,",-,Giant-Size Spider-Man #4 (1975),Marvel Comics,bad,"Magnum Force (leader), agent of Apocalypse; former agent of They Who Wield Power",-,75,28,12,42,55,56,"Terrorist, president of Magnum Munitions; former ruler of Canaan",-
success,474,Moses Magnum,Male,null,175 cm,72 kg,Brown,Black,Moses Magnum,No alter egos found.,"Magnum Force,",-,Giant-Size Spider-Man #4 (1975),Marvel Comics,bad,"Magnum Force (leader), agent of Apocalypse; former agent of They Who Wield Power",-,75,28,12,42,55,56,"Terrorist, president of Magnum Munitions; former ruler of Canaan",-
success,475,Mr Immortal,Male,Mutant,6'2,156 lb,Blue,Blond,Craig Hollis,No alter egos found.,-,-,West Coast Avengers Vol 2 #46,Marvel Comics,good,-,-,50,10,8,100,69,30,-,-
success,475,Mr Immortal,Male,Mutant,188 cm,70 kg,Blue,Blond,Craig Hollis,No alter egos found.,-,-,West Coast Avengers Vol 2 #46,Marvel Comics,good,-,-,50,10,8,100,69,30,-,-
success,476,Mr Incredible,Male,Human,6'7,350 lb,Blue,Blond,Robert Parr,No alter egos found.,Mr. I,-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Incredible Family,"Helen Parr (Elastigirl, wife), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",50,83,33,95,29,40,-,-
